method,p_sel,q_sel,n,theta,detK,bias_mean,bias_sd,rmse,cover_95,se_mean,feasible_rate,lam_median
lambda-OR,0.93,0.95,5000,1.4,0.8799999999999999,0.0013942949231793844,0.122420579122245,0.11854141623888055,0.8125,0.08047915766396176,1.0,0.0
lambda-OR,0.93,0.95,10000,0.25,0.8799999999999999,-0.01240277579412224,0.058282843550386335,0.05777900210239139,0.875,0.049992679956640786,1.0,0.0
lambda-OR,0.93,0.95,10000,0.4,0.8799999999999999,-0.02221866907318993,0.05331645322751968,0.056201852092244944,0.9375,0.050403968477803755,1.0,0.0
lambda-OR,0.93,0.95,10000,0.7,0.8799999999999999,-0.007248940719890337,0.05281133760922192,0.051645616322985255,1.0,0.051686112875678536,1.0,0.0
lambda-OR,0.93,0.95,10000,1.1,0.8799999999999999,-0.009383184755659794,0.0725471336239809,0.07086739617693459,0.875,0.05440041456721554,1.0,0.0
lambda-OR,0.93,0.95,10000,1.4,0.8799999999999999,-0.059654883782196674,0.07229130903621878,0.09196799136711559,0.8125,0.056231545898776186,1.0,0.0
lambda-OR,0.93,0.95,20000,0.25,0.8799999999999999,-0.014856190390278136,0.03756809736528722,0.03929196115405683,0.9375,0.03553268886579511,1.0,0.0
lambda-OR,0.93,0.95,20000,0.4,0.8799999999999999,0.008647792946639414,0.04110299674170822,0.040726522594926,0.875,0.035759614340540744,1.0,0.0
lambda-OR,0.93,0.95,20000,0.7,0.8799999999999999,-0.004537390754782503,0.027343123457923404,0.026860871454024427,1.0,0.036449703183434885,1.0,0.0
lambda-OR,0.93,0.95,20000,1.1,0.8799999999999999,0.010108827401555734,0.045043183624348455,0.044769088197244636,0.9375,0.03829115826021902,1.0,0.0
lambda-OR,0.93,0.95,20000,1.4,0.8799999999999999,0.000980880079603036,0.05838627831502273,0.056540779776568344,0.875,0.040259295749515915,1.0,0.0
lambda-OR,0.93,0.95,35000,0.25,0.8799999999999999,-0.014520491481186372,0.033128476668531186,0.03521004318847156,0.9375,0.026805154750192926,1.0,0.0
lambda-OR,0.93,0.95,35000,0.4,0.8799999999999999,0.001318724746564734,0.03213995857360146,0.0311473098918746,0.875,0.027006893024531447,1.0,0.0
lambda-OR,0.93,0.95,35000,0.7,0.8799999999999999,0.013104658175635268,0.03254720255511093,0.03412982472015422,0.875,0.027644437464209592,1.0,0.0
lambda-OR,0.93,0.95,35000,1.1,0.8799999999999999,-0.00045133086378275344,0.031083714481578588,0.030100061028138014,0.8125,0.029024621503661294,1.0,0.0
lambda-OR,0.93,0.95,35000,1.4,0.8799999999999999,-0.0007248520799979091,0.03237187838907586,0.03135231672576485,0.9375,0.03034778574551949,1.0,0.0
lambda-OR,0.93,0.95,50000,0.25,0.8799999999999999,0.01683756965127111,0.025539622802394756,0.02991670208837315,0.8125,0.022476001751962477,1.0,0.0
lambda-OR,0.93,0.95,50000,0.4,0.8799999999999999,-0.022741062738363727,0.0268041959251738,0.03450676449937903,0.875,0.022570569789434124,1.0,0.0
lambda-OR,0.93,0.95,50000,0.7,0.8799999999999999,-0.0063886968533988925,0.028932532391332397,0.028733058724214493,0.8125,0.023074985586393135,1.0,0.0
lambda-OR,0.93,0.95,50000,1.1,0.8799999999999999,0.0040755787709711305,0.027447676800076194,0.02688678799954062,0.9375,0.02416112888768033,1.0,0.0
lambda-OR,0.93,0.95,50000,1.4,0.8799999999999999,-0.010036924480815612,0.03524245764220457,0.035568859236764505,0.8125,0.025388298844106344,1.0,0.0
lambda-OR,0.96,0.6,5000,0.25,0.56,-0.03299049176930191,0.14513712813340193,0.1443489154351919,0.6875,0.07044895206365619,1.0,0.0
lambda-OR,0.96,0.6,5000,0.4,0.56,0.02803392853981786,0.15765382068763964,0.15520054084376733,0.4375,0.072464399444869,1.0,0.0
lambda-OR,0.96,0.6,5000,0.7,0.56,0.08810033053947074,0.183904992015592,0.1986678105504337,0.4375,0.07384285011023933,1.0,0.0
lambda-OR,0.96,0.6,5000,1.1,0.56,-0.014616237771067873,0.15395014852112157,0.14977647385988585,0.6875,0.07665613403105835,1.0,0.0
lambda-OR,0.96,0.6,5000,1.4,0.56,0.14001126661100716,0.23461006985816701,0.26684250383314906,0.5625,0.08419996735316511,1.0,0.0
lambda-OR,0.96,0.6,10000,0.25,0.56,0.03461420206920614,0.13036338332859723,0.1308838854317509,0.4375,0.050278372538800686,1.0,0.0
lambda-OR,0.96,0.6,10000,0.4,0.56,-0.01320762177676112,0.10293362314655764,0.10053638084641638,0.625,0.05059440345398326,1.0,0.0
lambda-OR,0.96,0.6,10000,0.7,0.56,-0.007164884154184429,0.12880548156304014,0.12492101260631311,0.5625,0.05193267255766988,1.0,0.0
lambda-OR,0.96,0.6,10000,1.1,0.56,0.003675071443782915,0.11742593047906172,0.11375654806289505,0.5625,0.05459339444956155,1.0,0.0
lambda-OR,0.96,0.6,10000,1.4,0.56,0.04766787076263013,0.182921899238152,0.1834158411850777,0.5,0.057852937152321676,1.0,0.0
lambda-OR,0.96,0.6,20000,0.25,0.56,0.004475983336986079,0.06051413810832896,0.05876327748594159,0.75,0.03557939435792151,1.0,0.0
lambda-OR,0.96,0.6,20000,0.4,0.56,0.010408991197941756,0.050183671365942116,0.04969253379571626,0.8125,0.03571992115160471,1.0,0.0
lambda-OR,0.96,0.6,20000,0.7,0.56,-0.01918363728099095,0.0686533850148386,0.06918611680604399,0.75,0.03648249185520946,1.0,0.0
lambda-OR,0.96,0.6,20000,1.1,0.56,0.03433015844259587,0.11935370962860485,0.12055511615303278,0.5,0.03871805085333047,1.0,0.0
lambda-OR,0.96,0.6,20000,1.4,0.56,-0.013533839203962506,0.1020578776255338,0.09973959614886091,0.5625,0.04004475709614732,1.0,0.0
lambda-OR,0.96,0.6,35000,0.25,0.56,0.0014713929463032339,0.04649433433724574,0.045041985161896954,0.6875,0.026860190153235073,1.0,0.0
lambda-OR,0.96,0.6,35000,0.4,0.56,0.0013741296831136923,0.061971473762516445,0.060019353713328484,0.5,0.026933553502006186,1.0,0.0
lambda-OR,0.96,0.6,35000,0.7,0.56,-0.0070560926560531145,0.07863464855085821,0.07646393528483204,0.5,0.027554146364904247,1.0,0.0
lambda-OR,0.96,0.6,35000,1.1,0.56,-0.0010180224094690493,0.0765399282637969,0.07411645869568485,0.5625,0.028876532323008162,1.0,0.0
lambda-OR,0.96,0.6,35000,1.4,0.56,0.040841018577221,0.08588430427513932,0.09264499669004302,0.375,0.030648928095586097,1.0,0.0
lambda-OR,0.96,0.6,50000,0.25,0.56,-0.006596298539166661,0.04337329430273074,0.04251089444980135,0.6875,0.022553017992378938,1.0,0.0
lambda-OR,0.96,0.6,50000,0.4,0.56,0.0008987222906406446,0.04192960763049567,0.0406081143129062,0.75,0.022509477145113792,1.0,0.0
lambda-OR,0.96,0.6,50000,0.7,0.56,0.014977469135798241,0.05073722933908491,0.05135853746124159,0.4375,0.023116172113391523,1.0,0.0
lambda-OR,0.96,0.6,50000,1.1,0.56,-0.019390172434027672,0.059990950522650646,0.06123692348244031,0.625,0.02413614606004425,1.0,0.0
lambda-OR,0.96,0.6,50000,1.4,0.56,-0.01721069719409893,0.057458533947179126,0.05823528591890105,0.5,0.025319833545478374,1.0,0.0
lambda-OR,0.96,0.7,5000,0.25,0.6599999999999999,-0.0032083112853029325,0.12173911841714379,0.11791704882978246,0.6875,0.07105190304699872,1.0,0.0
lambda-OR,0.96,0.7,5000,0.4,0.6599999999999999,-0.005992387271472891,0.16803799392576202,0.16281240169330954,0.6875,0.07215419185505072,1.0,0.0
lambda-OR,0.96,0.7,5000,0.7,0.6599999999999999,0.06226926680610774,0.16093762222883057,0.16780814177714426,0.5625,0.0735514971655151,1.0,0.0
lambda-OR,0.96,0.7,5000,1.1,0.6599999999999999,0.014781317026792695,0.11288393052260245,0.11029435725656507,0.875,0.07737224913918303,1.0,0.0
lambda-OR,0.96,0.7,5000,1.4,0.6599999999999999,0.026889307630650228,0.16915176427972378,0.1659731432005342,0.6875,0.08050533181745348,1.0,0.0
lambda-OR,0.96,0.7,10000,0.25,0.6599999999999999,0.002362165055553398,0.0900600073258414,0.08723221558466586,0.75,0.05041981552803543,1.0,0.0
lambda-OR,0.96,0.7,10000,0.4,0.6599999999999999,-0.011708241949404204,0.08798869463205959,0.0859954514126111,0.6875,0.050681709873050144,1.0,0.0
lambda-OR,0.96,0.7,10000,0.7,0.6599999999999999,-0.01996817395243887,0.07483928128928008,0.0751637453723359,0.75,0.05117461935831905,1.0,0.0
lambda-OR,0.96,0.7,10000,1.1,0.6599999999999999,0.04367379033633543,0.13075693499162264,0.13392606171959362,0.75,0.055229244830531425,1.0,0.0
lambda-OR,0.96,0.7,10000,1.4,0.6599999999999999,0.009528254215072349,0.13832037354047214,0.13426663958794569,0.5625,0.056715443710052424,1.0,0.0
lambda-OR,0.96,0.7,20000,0.25,0.6599999999999999,0.01799729772214859,0.070057002317861,0.0701793226364015,0.625,0.035530385870425264,1.0,0.0
lambda-OR,0.96,0.7,20000,0.4,0.6599999999999999,-0.028011259459970062,0.06504621141090385,0.06892896469746053,0.6875,0.03559316780877247,1.0,0.0
lambda-OR,0.96,0.7,20000,0.7,0.6599999999999999,0.005543475250311826,0.08163203189141356,0.07923403283407662,0.625,0.03640425865293472,1.0,0.0
lambda-OR,0.96,0.7,20000,1.1,0.6599999999999999,-0.00924041444371395,0.06005834762127996,0.058880833538195565,0.75,0.03829903789413978,1.0,0.0
lambda-OR,0.96,0.7,20000,1.4,0.6599999999999999,-0.03087300189113304,0.11324145887859757,0.11390914583194556,0.375,0.04019210826259182,1.0,0.0
lambda-OR,0.96,0.7,35000,0.25,0.6599999999999999,0.008558513676132654,0.036072095941091245,0.03595997087497271,0.875,0.026837273391529335,1.0,0.0
lambda-OR,0.96,0.7,35000,0.4,0.6599999999999999,0.007426784123204702,0.04578755913955772,0.04495137827279354,0.8125,0.027031379652344898,1.0,0.0
lambda-OR,0.96,0.7,35000,0.7,0.6599999999999999,-0.005463620739200571,0.05110208997410694,0.049780124310018915,0.6875,0.02763162015244676,1.0,0.0
lambda-OR,0.96,0.7,35000,1.1,0.6599999999999999,0.03258749564030322,0.03626282048532748,0.04790354905756905,0.75,0.02913212372522842,1.0,0.0
lambda-OR,0.96,0.7,35000,1.4,0.6599999999999999,0.044007406951668965,0.06346733495805326,0.0755843770918976,0.5625,0.030700874671922146,1.0,0.0
lambda-OR,0.96,0.7,50000,0.25,0.6599999999999999,-0.007262146692652462,0.049806171200346944,0.04876835599158005,0.6875,0.022396756920082767,1.0,0.0
lambda-OR,0.96,0.7,50000,0.4,0.6599999999999999,-0.0038109411955365644,0.039290038787712936,0.03823282260034662,0.75,0.022634100282957894,1.0,0.0
lambda-OR,0.96,0.7,50000,0.7,0.6599999999999999,-0.01329176996382627,0.0400622123747642,0.04100415473289797,0.6875,0.023011443062100644,1.0,0.0
lambda-OR,0.96,0.7,50000,1.1,0.6599999999999999,-0.020472235940432015,0.046046809879457244,0.04906018600373339,0.5,0.024136400981280726,1.0,0.0
lambda-OR,0.96,0.7,50000,1.4,0.6599999999999999,0.04601726134759776,0.05660059665736384,0.07156108692948705,0.4375,0.02561740223292301,1.0,0.0
lambda-OR,0.96,0.8,5000,0.25,0.76,-0.019213253902058684,0.10139527800542465,0.1000379371897981,0.875,0.0706953445982393,1.0,0.0
lambda-OR,0.96,0.8,5000,0.4,0.76,0.015017633986432664,0.12273364550897163,0.11978148995870459,0.75,0.07153906810680519,1.0,0.0
lambda-OR,0.96,0.8,5000,0.7,0.76,0.04413867513400746,0.12524451951371537,0.1290504763902212,0.75,0.07368624027890931,1.0,0.0
lambda-OR,0.96,0.8,5000,1.1,0.76,-0.0313613439234255,0.1308182086518913,0.1304888879383702,0.75,0.0758160188423989,1.0,0.0
lambda-OR,0.96,0.8,5000,1.4,0.76,-0.004372210247024874,0.17753679845511514,0.17195485992777465,0.5625,0.08132343856967603,1.0,0.0
lambda-OR,0.96,0.8,10000,0.25,0.76,0.030569687069217095,0.07345869785508367,0.07741721249124159,0.8125,0.05020206989132881,1.0,0.0
lambda-OR,0.96,0.8,10000,0.4,0.76,0.016223745770143766,0.07028889074111742,0.06996395556520482,0.875,0.05071517612398474,1.0,0.0
lambda-OR,0.96,0.8,10000,0.7,0.76,0.022481293484465446,0.10078878586920932,0.10014434184671725,0.625,0.051697493118418446,1.0,0.0
lambda-OR,0.96,0.8,10000,1.1,0.76,-0.02259255161926029,0.09741695193031294,0.09699153058050887,0.75,0.05383507487098651,1.0,0.0
lambda-OR,0.96,0.8,10000,1.4,0.76,-0.015279706492511064,0.12639109358289194,0.12332785039888264,0.5625,0.056786486553142806,1.0,0.0
lambda-OR,0.96,0.8,20000,0.25,0.76,0.019073169414439275,0.04001720081254093,0.043186527179534556,0.875,0.035470943223205605,1.0,0.0
lambda-OR,0.96,0.8,20000,0.4,0.76,0.009282425075676847,0.0444163420352762,0.04399629689068198,0.875,0.03576563324842133,1.0,0.0
lambda-OR,0.96,0.8,20000,0.7,0.76,-0.017690317269600367,0.0484190140568398,0.050108115008407506,0.9375,0.036361287432870475,1.0,0.0
lambda-OR,0.96,0.8,20000,1.1,0.76,-0.035294539402123314,0.05557846113053751,0.06435533792463752,0.75,0.038063618733434404,1.0,0.0
lambda-OR,0.96,0.8,20000,1.4,0.76,0.003152167619934046,0.0938988496204367,0.0909717978180214,0.5625,0.040225372880535716,1.0,0.0
lambda-OR,0.96,0.8,35000,0.25,0.76,0.0007223932261952726,0.04049006443910709,0.03921099128896906,0.75,0.026896099734074003,1.0,0.0
lambda-OR,0.96,0.8,35000,0.4,0.76,0.004602543980603627,0.03070361442854261,0.030082816588277807,0.9375,0.026970185635490498,1.0,0.0
lambda-OR,0.96,0.8,35000,0.7,0.76,0.0009741945133064159,0.03984816750408966,0.03859511925158567,0.6875,0.02755507154661678,1.0,0.0
lambda-OR,0.96,0.8,35000,1.1,0.76,0.002236160820902708,0.04415065002485254,0.04280712930380743,0.875,0.028984163950222595,1.0,0.0
lambda-OR,0.96,0.8,35000,1.4,0.76,-0.02307396871503979,0.0628787741177431,0.06510790660245043,0.5625,0.030097944466198363,1.0,0.0
lambda-OR,0.96,0.8,50000,0.25,0.76,-0.004189114249101537,0.03374872580301703,0.03294448574020091,0.8125,0.022437668189845193,1.0,0.0
lambda-OR,0.96,0.8,50000,0.4,0.76,0.014321200488448052,0.03268981597584344,0.03474092468086345,0.875,0.022636049527636468,1.0,0.0
lambda-OR,0.96,0.8,50000,0.7,0.76,-0.010699216347329572,0.02627987886892271,0.027603274474722862,0.9375,0.023040560638714604,1.0,0.0
lambda-OR,0.96,0.8,50000,1.1,0.76,0.007303400358299392,0.037327846329170564,0.036873056035463,0.8125,0.024197977520145464,1.0,0.0
lambda-OR,0.96,0.8,50000,1.4,0.76,0.01690643376886812,0.039103817882136294,0.041465247978644135,0.75,0.02552412679488361,1.0,0.0
lambda-OR,0.96,0.9,5000,0.25,0.8599999999999999,-0.03755888234970772,0.0926866385768753,0.09728595378250642,0.875,0.07084259967135871,1.0,0.0
lambda-OR,0.96,0.9,5000,0.4,0.8599999999999999,-0.02936731242156183,0.06839862475076622,0.0724459292501966,1.0,0.07140836024069358,1.0,0.0
lambda-OR,0.96,0.9,5000,0.7,0.8599999999999999,-0.040897740173874514,0.12939146259969747,0.13178919277737877,0.75,0.0725396422784286,1.0,0.0
lambda-OR,0.96,0.9,5000,1.1,0.8599999999999999,-0.012118398370156089,0.08359823034284096,0.08184575852317626,0.875,0.07671090404168292,1.0,0.0
lambda-OR,0.96,0.9,5000,1.4,0.8599999999999999,0.018199509415339127,0.1313168090566831,0.12844286653016798,0.75,0.08114467026983965,1.0,0.0
lambda-OR,0.96,0.9,10000,0.25,0.8599999999999999,0.0035075736973594965,0.05927343046767352,0.05749833832543035,0.875,0.05014590215449736,1.0,0.0
lambda-OR,0.96,0.9,10000,0.4,0.8599999999999999,0.025784008393637762,0.10004343345819944,0.10023951631376114,0.8125,0.05064164398995981,1.0,0.0
lambda-OR,0.96,0.9,10000,0.7,0.8599999999999999,-0.008586584884488595,0.07138464562275143,0.0696492038270824,0.8125,0.05162565136323441,1.0,0.0
lambda-OR,0.96,0.9,10000,1.1,0.8599999999999999,-0.0082444398754533,0.07611758981879323,0.07416023396128912,0.75,0.054001503538707765,1.0,0.0
lambda-OR,0.96,0.9,10000,1.4,0.8599999999999999,-0.014055284016841488,0.08000056821158708,0.0787250674235013,0.875,0.05649113823541109,1.0,0.0
lambda-OR,0.96,0.9,20000,0.25,0.8599999999999999,0.0010404111952590344,0.04415125731779785,0.04276192971588418,0.875,0.035413680179630584,1.0,0.0
lambda-OR,0.96,0.9,20000,0.4,0.8599999999999999,0.008712401288519626,0.04854543314735388,0.04780453768430243,0.875,0.03575516942450302,1.0,0.0
lambda-OR,0.96,0.9,20000,0.7,0.8599999999999999,-0.004982357848859732,0.06005334190050322,0.05835946813554899,0.75,0.03659641316668826,1.0,0.0
lambda-OR,0.96,0.9,20000,1.1,0.8599999999999999,0.005357190732447441,0.04550231158255961,0.04438193415614498,0.875,0.038368575449170376,1.0,0.0
lambda-OR,0.96,0.9,20000,1.4,0.8599999999999999,-0.02824255403828603,0.042274339645146576,0.04972993730150524,0.875,0.040083300463982806,1.0,0.0
lambda-OR,0.96,0.9,35000,0.25,0.8599999999999999,0.008833440035681457,0.04371203675380675,0.043235985419639134,0.8125,0.026860684794119887,1.0,0.0
lambda-OR,0.96,0.9,35000,0.4,0.8599999999999999,-0.003488316525368431,0.04219961329214201,0.041008233978825415,0.75,0.027030660441013415,1.0,0.0
lambda-OR,0.96,0.9,35000,0.7,0.8599999999999999,0.004706360764345496,0.03768228645045454,0.036788005847964884,0.875,0.027568457085261563,1.0,0.0
lambda-OR,0.96,0.9,35000,1.1,0.8599999999999999,-0.012184817412167773,0.043882557007394955,0.044201738192982086,0.875,0.02882798193807806,1.0,0.0
lambda-OR,0.96,0.9,35000,1.4,0.8599999999999999,0.0003254331949026079,0.044201757557097904,0.04279940498657402,0.875,0.030420025337501332,1.0,0.0
lambda-OR,0.96,0.9,50000,0.25,0.8599999999999999,-5.188147133998802e-05,0.0311974285223012,0.030206824832161774,0.875,0.022453940815454716,1.0,0.0
lambda-OR,0.96,0.9,50000,0.4,0.8599999999999999,-0.0047247682152722,0.03313381806235929,0.032427730653959236,0.6875,0.022578335762944154,1.0,0.0
lambda-OR,0.96,0.9,50000,0.7,0.8599999999999999,0.008510082646324357,0.01679471203833298,0.01835360896580397,1.0,0.023173674424645952,1.0,0.0
lambda-OR,0.96,0.9,50000,1.1,0.8599999999999999,-0.005061585332408677,0.0383402132920127,0.03746622951605175,0.8125,0.024227334488446096,1.0,0.0
lambda-OR,0.96,0.9,50000,1.4,0.8599999999999999,0.006354423566131889,0.02322815105565538,0.023371007952816984,0.9375,0.02552953566446154,1.0,0.0
lambda-OR,0.96,0.95,5000,0.25,0.9099999999999999,-0.0407249184253136,0.08547866439592793,0.09224130538147292,0.75,0.07123391680812183,1.0,0.0
lambda-OR,0.96,0.95,5000,0.4,0.9099999999999999,-0.002726857519798457,0.102569524413104,0.09934994404436256,0.875,0.07161968968616912,1.0,0.0
lambda-OR,0.96,0.95,5000,0.7,0.9099999999999999,0.00567622605584063,0.07696743688984106,0.07473925834052471,0.9375,0.07265387292965275,1.0,0.0
lambda-OR,0.96,0.95,5000,1.1,0.9099999999999999,0.011719577607210707,0.06896319048638253,0.06779398969468974,1.0,0.07672197798922158,1.0,0.0
lambda-OR,0.96,0.95,5000,1.4,0.9099999999999999,-0.009922821428388642,0.08805276507116906,0.08583222723421415,0.875,0.08003747068290513,1.0,0.0
lambda-OR,0.96,0.95,10000,0.25,0.9099999999999999,0.0035491043062577526,0.059553945125071193,0.05777197848082744,0.9375,0.05029943870345817,1.0,0.0
lambda-OR,0.96,0.95,10000,0.4,0.9099999999999999,0.014221645637801435,0.0578975529669177,0.05783488505419477,0.875,0.05063300914508106,1.0,0.0
lambda-OR,0.96,0.95,10000,0.7,0.9099999999999999,0.028685270521498517,0.05975500238981594,0.06457816028724826,0.875,0.05175664420326891,1.0,0.0
lambda-OR,0.96,0.95,10000,1.1,0.9099999999999999,0.007305242189015286,0.0584043435738834,0.0570196650504707,1.0,0.054259090120196925,1.0,0.0
lambda-OR,0.96,0.95,10000,1.4,0.9099999999999999,-0.016533785205769494,0.05490996745141229,0.05567788201701806,0.9375,0.05642010865757628,1.0,0.0
lambda-OR,0.96,0.95,20000,0.25,0.9099999999999999,-0.00757149976298007,0.035061670495645285,0.03478240647920203,1.0,0.03551210658350657,1.0,0.0
lambda-OR,0.96,0.95,20000,0.4,0.9099999999999999,-0.007158434692881313,0.04042123349755415,0.03978695825738069,0.9375,0.03579688345348092,1.0,0.0
lambda-OR,0.96,0.95,20000,0.7,0.9099999999999999,-0.001446448694478658,0.03594989188351041,0.034838373524887625,0.9375,0.03650406640560692,1.0,0.0
lambda-OR,0.96,0.95,20000,1.1,0.9099999999999999,-0.00686458633925377,0.03895796589816671,0.03834042198971107,0.9375,0.03820461412824507,1.0,0.0
lambda-OR,0.96,0.95,20000,1.4,0.9099999999999999,0.008554501815558682,0.05053899379904135,0.04967627730761651,0.875,0.040312215264641474,1.0,0.0
lambda-OR,0.96,0.95,35000,0.25,0.9099999999999999,0.00810811125701115,0.03882321840705429,0.03845492312656853,0.8125,0.026813172183384592,1.0,0.0
lambda-OR,0.96,0.95,35000,0.4,0.9099999999999999,-0.0038671434789023518,0.02033161655745847,0.02006224105218473,1.0,0.027039964067289413,1.0,0.0
lambda-OR,0.96,0.95,35000,0.7,0.9099999999999999,0.0022481961112741783,0.03139296072507927,0.030479132121801304,0.875,0.02760287605497754,1.0,0.0
lambda-OR,0.96,0.95,35000,1.1,0.9099999999999999,0.006019668207082246,0.025738549058033952,0.025637955382798682,1.0,0.029034030451076148,1.0,0.0
lambda-OR,0.96,0.95,35000,1.4,0.9099999999999999,-0.0008158234257805846,0.05518930071232504,0.053443037889960736,0.625,0.030404373362074456,1.0,0.0
lambda-OR,0.96,0.95,50000,0.25,0.9099999999999999,-0.018219513979565064,0.030466579594931653,0.03467203314419964,0.625,0.022434190343257315,1.0,0.0
lambda-OR,0.96,0.95,50000,0.4,0.9099999999999999,-0.00791127111628736,0.02259378450286851,0.02326289675002524,0.9375,0.02262026075290843,1.0,0.0
lambda-OR,0.96,0.95,50000,0.7,0.9099999999999999,0.012253680697379483,0.035359680308340594,0.03636365624042949,0.75,0.023174984908187746,1.0,0.0
lambda-OR,0.96,0.95,50000,1.1,0.9099999999999999,0.0007008380011605114,0.029118633031192973,0.02820270446533139,0.875,0.02420043523758094,1.0,0.0
lambda-OR,0.96,0.95,50000,1.4,0.9099999999999999,-0.00402010226356081,0.0358560846580046,0.034949482882781754,0.875,0.025431021167293226,1.0,0.0
lambda-OR,0.99,0.6,5000,0.25,0.5899999999999999,0.044035626157595056,0.15997367187472988,0.16103179370347176,0.75,0.07149357315334771,1.0,0.0
lambda-OR,0.99,0.6,5000,0.4,0.5899999999999999,-0.021604832758475107,0.17707447865722367,0.1728074914558575,0.4375,0.0713078067379105,1.0,0.0
lambda-OR,0.99,0.6,5000,0.7,0.5899999999999999,-0.03399426076501336,0.12752179374230885,0.12806660240578802,0.6875,0.07200567497216494,1.0,0.0
lambda-OR,0.99,0.6,5000,1.1,0.5899999999999999,0.04069241582445899,0.1732509307401753,0.17261449792911845,0.5,0.07743503515722552,1.0,0.0
lambda-OR,0.99,0.6,5000,1.4,0.5899999999999999,0.09741076372064743,0.17505678057220803,0.1954953414698848,0.5625,0.08235202743347737,1.0,0.0
lambda-OR,0.99,0.6,10000,0.25,0.5899999999999999,0.006985084253098161,0.09182059572518761,0.08917888953610716,0.5625,0.05026457779720794,1.0,0.0
lambda-OR,0.99,0.6,10000,0.4,0.5899999999999999,0.028085084245390957,0.13179897312610156,0.13066773010903313,0.6875,0.050505744932302137,1.0,0.0
lambda-OR,0.99,0.6,10000,0.7,0.5899999999999999,-0.03714078160546923,0.16530563512155147,0.16430921641381213,0.375,0.051457085955233434,1.0,0.0
lambda-OR,0.99,0.6,10000,1.1,0.5899999999999999,0.023744184565380078,0.1351484388990297,0.13299367674429785,0.625,0.0544674854669304,1.0,0.0
lambda-OR,0.99,0.6,10000,1.4,0.5899999999999999,0.101883288688484,0.15088518248817348,0.17811133221966757,0.5,0.05829803815984225,1.0,0.0
lambda-OR,0.99,0.6,20000,0.25,0.5899999999999999,0.023834987253666527,0.06115026101258166,0.06382594604014995,0.75,0.035484949299355285,1.0,0.0
lambda-OR,0.99,0.6,20000,0.4,0.5899999999999999,-0.012468942974752234,0.07105537812433169,0.06991986217645808,0.6875,0.035650828469812705,1.0,0.0
lambda-OR,0.99,0.6,20000,0.7,0.5899999999999999,-0.036962154678627374,0.08902044325916071,0.09378459489258156,0.5625,0.03650947143756335,1.0,0.0
lambda-OR,0.99,0.6,20000,1.1,0.5899999999999999,0.0077357010235582085,0.12279068919146496,0.11914297015742746,0.5,0.038465866623811615,1.0,0.0
lambda-OR,0.99,0.6,20000,1.4,0.5899999999999999,-0.013188132801656885,0.07521973850266754,0.07401560876550445,0.6875,0.04026691042869951,1.0,0.0
lambda-OR,0.99,0.6,35000,0.25,0.5899999999999999,0.02025533364014835,0.0404618021261002,0.0441034424133727,0.75,0.026803204125486292,1.0,0.0
lambda-OR,0.99,0.6,35000,0.4,0.5899999999999999,-0.0243008453715502,0.03866810043177127,0.04463520698211162,0.75,0.027016895734321575,1.0,0.0
lambda-OR,0.99,0.6,35000,0.7,0.5899999999999999,0.019463376310458157,0.05996829074149377,0.06123933922288279,0.625,0.02769429213433158,1.0,0.0
lambda-OR,0.99,0.6,35000,1.1,0.5899999999999999,-0.0012487754376956789,0.08794323767384565,0.08515983018341095,0.5,0.0288781864882273,1.0,0.0
lambda-OR,0.99,0.6,35000,1.4,0.5899999999999999,0.051882496940810194,0.06987682391864822,0.08526072279901858,0.4375,0.030781538388319988,1.0,0.0
lambda-OR,0.99,0.6,50000,0.25,0.5899999999999999,0.01019339858369889,0.057392915771918344,0.05649761483185384,0.5,0.02252376336004323,1.0,0.0
lambda-OR,0.99,0.6,50000,0.4,0.5899999999999999,0.012039064033550491,0.04253612652499073,0.042908955869603416,0.625,0.02260946838588075,1.0,0.0
lambda-OR,0.99,0.6,50000,0.7,0.5899999999999999,-0.005242094273963209,0.05426897203002418,0.05280654121174708,0.5625,0.023069419802453896,1.0,0.0
lambda-OR,0.99,0.6,50000,1.1,0.5899999999999999,0.013622521380979843,0.05970364736135611,0.05939120938959608,0.625,0.024228616086560403,1.0,0.0
lambda-OR,0.99,0.6,50000,1.4,0.5899999999999999,0.023764622622268278,0.07897559174539737,0.08007546362147099,0.4375,0.025660439470921587,1.0,0.0
lambda-OR,0.99,0.7,5000,0.25,0.69,0.010240080462501527,0.11779365142875546,0.11451198428544587,0.8125,0.07081442343853823,1.0,0.0
lambda-OR,0.99,0.7,5000,0.4,0.69,0.0055120696475386005,0.1481855146923848,0.1435858471565212,0.625,0.07102862549702604,1.0,0.0
lambda-OR,0.99,0.7,5000,0.7,0.69,0.0008655943025664137,0.10969925922941076,0.10621937799554518,0.75,0.07367771897353964,1.0,0.0
lambda-OR,0.99,0.7,5000,1.1,0.69,0.03882475477033862,0.1763294873040341,0.17508910351610685,0.5,0.07718901192280099,1.0,0.0
lambda-OR,0.99,0.7,5000,1.4,0.69,0.025434468954552328,0.1473048341794901,0.14487738521886956,0.75,0.08097855675344254,1.0,0.0
lambda-OR,0.99,0.7,10000,0.25,0.69,0.0017993685549759827,0.07373844292847061,0.07141961089131783,0.8125,0.05032136346097287,1.0,0.0
