feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
1005,-0.03456799014641316,-0.034507399461058304,148700,151309,151279,148712,164081,135928,165876,134115,-0.024307923163648118,0.005190007940482934,2.818793126566275e-06,-0.04594830917841229,0.005292048311766758,3.870990599924542e-18,142480.2597402597,143242.5974025974,145753.24675324673,139952.46753246753
1006,0.053027115608080704,0.0543742419161242,152030,147469,148454,152047,166183,133316,164450,136051,0.030790476503487273,0.005191281784746076,3.0074768960994123e-09,0.05818174882255949,0.005292519644789315,4.120338547025214e-28,146567.01298701295,138670.12987012987,142895.58441558437,143295.84415584416
1007,-0.038219185184751495,-0.04392158848472027,148367,151677,151617,148339,164511,135533,165769,134187,-0.017598559224583185,0.005190528280691226,0.0006976167062700822,-0.033259447121701466,0.005291989350507015,3.281353308712973e-10,143243.89610389606,142512.2943722944,145576.88311688308,140095.49783549784
1008,-0.009087715886383026,-0.000980067789061486,149891,149645,150429,150035,165315,134221,165218,135246,0.008194548085533226,0.005190944848760122,0.1144224163708152,0.015484549985322364,0.005291952454531975,0.0034328897960830803,144969.61038961035,140302.77056277057,144311.1688311688,141845.02164502165
1009,0.021459535655565947,0.0215935202754681,151344,149553,148827,150276,165938,134959,163888,135215,0.014325987808536304,0.0051897274068596535,0.005772162982028763,0.027081340004083236,0.005291805253651468,3.094487969761528e-07,145395.32467532463,141173.24675324676,142599.99999999997,142260.0
1010,-0.027783840659890043,-0.01862825177235137,149052,150869,150528,149551,164462,135459,165226,134853,-0.009118377792569009,0.0051894552927753725,0.07890122885922642,-0.01723828172579898,0.005291676187999541,0.0011234988102487252,143218.70129870126,142420.34632034632,144525.71428571426,141263.80952380953
1011,0.02194818098201527,0.027008468532616278,151045,148561,149414,150980,165309,134297,164846,135548,0.012076758111264083,0.005190288699994607,0.01997597023977591,0.02282516469325409,0.005291853604542763,1.608614206928231e-05,144922.33766233764,140416.70995670996,143671.16883116882,142418.354978355
1012,-0.04468668157012915,-0.0433007844303064,148157,152094,151154,148595,164076,136175,165118,134631,-0.01773369390337389,0.0051886531658817455,0.0006313327259238984,-0.03353569104752532,0.005291723017797806,2.336960929588489e-10,142345.45454545453,143607.87878787878,144500.77922077916,140974.45887445888
1013,-0.05972159479447594,-0.058123614930971526,147799,152742,151618,147841,164102,136439,165145,134314,-0.022032898906693174,0.005188784748201754,2.173740265445057e-05,-0.04166479910996151,0.005291838800977986,3.4511245138551584e-15,142242.07792207788,143987.4458874459,144700.51948051946,140498.52813852814
1014,-0.04162534711426798,-0.038565095264053634,148575,150984,151909,148532,164062,135497,166178,134263,-0.02196396202573036,0.0051904830501973516,2.3205189658285773e-05,-0.04151093964897555,0.005292080741846363,4.365102110227438e-15,142679.4805194805,142614.8051948052,146068.5714285714,140065.7142857143
1015,-0.05167698174475921,-0.05357698901113295,147949,151466,152553,148032,163784,135631,166616,133969,-0.02947271240811592,0.005190827919404527,1.3640283068417767e-08,-0.05569854259077163,0.005292371615400827,6.675095557168883e-26,142248.83116883112,142908.3116883117,146790.12987012984,139481.2987012987
1016,-0.000987126623974874,-0.006060568361170224,149656,150616,149839,149889,165034,135238,164882,134846,-0.0019813479572357746,0.005189840815289204,0.7026287669626361,-0.0037452356761608725,0.005291691641933883,0.479095718793488,144076.36363636362,141896.9696969697,144082.59740259737,141372.6406926407
1017,-0.010284764067253703,-0.016065332491791116,149139,150288,150917,149656,164464,134963,165346,135227,-0.00339435675690644,0.005189662920897169,0.5130724272974287,-0.00641655151404031,0.005291673936793394,0.22529235260118552,143478.961038961,141689.6103896104,144487.2727272727,141772.72727272726
1018,0.009737535022000133,0.004136270955964177,150192,150105,149585,150118,164641,135656,164565,135138,-0.0033640613441666247,0.00518862082848569,0.5167562300270492,-0.006361538840168041,0.005291545858953285,0.22928294499175228,143348.83116883112,142648.3116883117,143519.22077922075,141912.2077922078
1019,-0.03252979038336026,-0.029137529439168874,148761,151583,150603,149053,164694,135650,165152,134504,-0.011261116222938142,0.005189743661843674,0.03001600723087094,-0.021287243748449605,0.0052917463771646025,5.7528500286910574e-05,143420.7792207792,142621.12554112554,144610.90909090906,140775.75757575757
1020,0.07835068148925259,0.07507021124705995,152472,147165,147205,153158,165788,133849,163439,136924,0.03698363293652773,0.005188894477792537,1.0223867109413516e-12,0.06994113325310666,0.005292353189182282,7.140309978191867e-40,145777.14285714284,139591.42857142858,141129.09090909088,144930.9090909091
1021,-0.0033964771400799157,-0.003776639194015451,149583,150104,150179,150134,164795,134892,165112,135201,0.00036634481938086714,0.005189824828257984,0.9437248231932535,0.0006924874726493694,0.005291687461013854,0.8958834788674381,143945.71428571426,141470.4761904762,144196.88311688308,141815.49783549784
1022,-0.001856472388784205,-0.00114710006561266,150057,150056,150030,149857,164897,135216,165200,134687,-0.00575573625397491,0.005190160390157781,0.2674427844013205,-0.01087867305509101,0.0052917627929787514,0.03980421977298001,143909.8701298701,141912.03463203463,144578.18181818177,141028.48484848486
1023,0.013684338809600032,0.014807526657031092,150159,149287,149602,150952,165001,134445,164743,135811,0.01167382831543132,0.005189575900586227,0.02448220509476038,0.022068693046273333,0.005291731057544477,3.040508754245002e-05,144445.4545454545,140741.21212121213,143400.7792207792,142841.12554112554
1024,-0.007981436447647709,-0.0009616684730577312,149744,150140,149932,150184,165064,134820,164479,135637,0.009591986106867244,0.005189208501865808,0.06453744805242947,0.01813516820221721,0.005291649402558841,0.0006099979058533145,144332.4675324675,141271.341991342,143148.31168831166,142676.45021645023
1025,-0.020000729967235852,-0.01916162905928954,149496,150610,150827,149067,164508,135598,165370,134524,-0.013178145488431848,0.00518980192335529,0.011109402204161668,-0.024910681909839014,0.005291779436591414,2.5085923365925607e-06,143206.23376623375,142609.00432900432,144883.63636363632,140729.69696969696
1026,0.002224596501267049,-0.006703925292823081,149594,149959,150544,149903,164766,134787,165339,135108,-0.001092920498448851,0.005190173487109241,0.8332189646362219,-0.002065666626839381,0.005291751859213223,0.6962733836341115,143962.59740259737,141325.97402597402,144539.99999999997,141600.0
1027,0.028033507997587522,0.031218304450175528,151625,148776,148882,150717,165882,134519,164114,135485,0.017870805030080407,0.005190028936092813,0.0005746703089062815,0.03377928699769043,0.005291903190036044,1.7342290536318915e-10,145551.1688311688,140545.02164502165,142753.24675324673,142579.13419913422
1028,0.020194015635846357,0.019052915432988045,150604,149256,149315,150825,165138,134722,164711,135429,0.007823159464921035,0.0051897326824367675,0.13170043799794615,0.014788293878115975,0.005291705141208179,0.0051961090834370125,144479.4805194805,141101.47186147186,143557.6623376623,142289.95670995672
1029,0.028755518035863507,0.024691376684150574,151253,148838,149310,150599,165357,134734,164615,135294,0.00864505384166629,0.005189947274201551,0.09576708991557097,0.016340821882854045,0.005291747835998646,0.002015207001560357,144757.6623376623,141043.29004329006,143503.11688311686,142124.50216450216
1030,-0.01790188017585571,-0.022468261574895933,148977,150816,150869,149338,164342,135451,165598,134609,-0.01384916763927118,0.005189910193889357,0.007619548589420458,-0.026178241141162326,0.005291808242116746,7.539042486340156e-07,143067.01298701295,142450.12987012987,145135.58441558437,140775.84415584416
1031,-0.02442463521114262,-0.02392802828324794,149116,150543,151252,149089,164617,135042,165772,134569,-0.010500515021778603,0.005190687091005808,0.043078013333390584,-0.0198435162110893,0.005291915216908438,0.00017698999403397428,143636.62337662335,141752.90043290044,145382.33766233764,140656.70995670996
1032,0.06169405530600561,0.06012407465865297,152403,147869,147622,152106,166402,133870,164097,135631,0.02701752360174159,0.005190981342971485,1.943056167468631e-07,0.0510555151272721,0.005292323435293206,5.05708842905888e-22,146563.63636363632,139409.696969697,142655.32467532463,142799.9134199134
1033,-0.0078045189256564585,-0.007176319354253041,149411,150457,150081,150051,164361,135507,165053,135079,-0.007364888829115231,0.005188979151614265,0.15580198461470393,-0.013925519022367269,0.005291601920992461,0.008497726429229455,143062.59740259737,142525.97402597402,144183.63636363632,141656.36363636365
1034,0.014428992980069309,0.016161115044614035,151139,149468,149319,150074,165642,134965,164380,135013,0.008003572303656045,0.0051900397147499324,0.1230487304143576,0.01512787157549934,0.005291766757006811,0.004253053756931742,145007.79220779217,141284.58874458875,143343.89610389606,141792.2943722944
1035,0.022491865540909164,0.023319599059862837,150754,149092,149159,150995,165279,134567,164568,135586,0.011854964433061367,0.00518974320200176,0.022353520730792057,0.022409822148878246,0.005291751705099039,2.286951927139957e-05,144743.11688311683,140824.50216450216,143290.38961038957,142570.56277056277
1036,0.04364084921815977,0.04633509546153851,151814,148216,148309,151661,166175,133855,164062,135908,0.02801801130882572,0.005190530472370042,6.742203558434585e-08,0.05295370780346183,0.005292254359995394,1.4359661749721398e-23,146276.62337662335,139466.23376623378,142465.974025974,143219.74025974027
1037,-0.042238081962933355,-0.0427222320094505,148763,151253,151951,148033,164402,135614,166025,133959,-0.022102488179036768,0.005190817780740202,2.0626642484717597e-05,-0.04176850380142254,0.005292151010332012,2.961017460883646e-15,143060.25974025973,142669.26406926409,146027.79220779217,139671.2554112554
1038,-0.015246207440196396,-0.009537097135687789,149347,150305,150410,149938,164218,135434,164859,135489,-0.0034897199241701645,0.005188401276422279,0.5012016513948221,-0.00659967736236328,0.005291531445341192,0.21231867633715595,142914.80519480517,142468.05194805196,143718.7012987013,142327.012987013
1039,-0.013796908436014136,-0.014599251792424278,149327,150365,150730,149578,164539,135153,165778,134530,-0.012122127429732218,0.005190565133821147,0.019521713791986285,-0.022908915981454683,0.005291908772290215,1.4975672100929198e-05,143477.6623376623,141943.29004329006,145410.38961038957,140597.22943722946
1040,-0.009700450312107782,-0.006345335768379711,149837,150426,150050,149687,165017,135246,165144,134593,-0.005609233918568768,0.005190274790431533,0.2798216711853134,-0.010601401013155771,0.0052917849737070645,0.045137634653049,144050.12987012984,141914.63203463206,144554.28571428568,140909.52380952382
1041,-0.0751121778300013,-0.06647265900820157,147461,152502,152483,147554,163783,136180,166790,133247,-0.03996601063717427,0.005191261207990962,1.3744752119237419e-14,-0.07552498123480128,0.005292866154702535,3.4044751584322055e-46,141962.33766233764,143716.70995670996,147391.1688311688,138358.354978355
1042,-0.0033337430692184644,-0.0033611718017531353,149643,150290,149962,150105,164699,135234,164801,135266,-0.00038252000204068545,0.005189118037563159,0.9412365241729646,-0.000723228844538983,0.0052915859622171164,0.8912874920245208,143643.3766233766,142007.09956709956,143759.22077922075,142018.87445887446
1043,-0.08,-0.08457241845486502,146878,153187,153155,146780,163367,136698,166248,133687,-0.039754176598336605,0.005189581921872618,1.8538177911301504e-14,-0.07516432800367122,0.00529254485516175,8.91292718198645e-46,141152.987012987,144623.20346320348,146458.70129870126,139193.67965367966
1044,0.008895263590926955,0.004578497954526098,150034,149461,150196,150309,164628,134867,165344,135161,-0.0021622110669414735,0.0051899424215151495,0.6769595841375741,-0.004086977740678719,0.005291713640376061,0.4399158074164996,143741.81818181815,141491.51515151517,144518.96103896102,141676.27705627706
1045,0.016323779417836755,0.009505830667108502,150585,149826,149461,150128,165653,134758,164350,135239,0.011459908140295768,0.005190012114152896,0.02723941953074936,0.021661139665588646,0.005291794811451505,4.251950966254628e-05,145129.61038961035,140976.1038961039,143187.53246753244,142135.3246753247
1046,0.018200615522315187,0.025325258610170376,151163,148656,149445,150736,165471,134348,164180,136001,0.020061287152278503,0.005189449154201529,0.00011073311548741367,0.03792726910050143,0.005291857522586123,7.66033910023958e-13,145106.23376623375,140435.670995671,142570.90909090906,143315.75757575757
1047,-0.037647928386843235,-0.04522917886340022,148488,151832,151560,148120,164301,136019,165245,134435,-0.01744281994601641,0.005189255453516754,0.0007756701184030876,-0.03297870544246615,0.005291778583769582,4.6032786248107394e-10,142718.70129870126,143300.34632034632,144767.53246753244,140641.99134199135
1048,0.02928123569489555,0.02159336012302548,151271,149429,148951,150349,165743,134957,164740,134560,0.003123901989868671,0.005190849002410782,0.5473009831550775,0.005903110997995378,0.005291904637816208,0.2646369165299698,145143.11688311683,141237.8354978355,144046.75324675321,141000.8658008658
1049,-0.027077026396369393,-0.020415564220373272,149571,150506,151025,148898,165706,134371,165370,134553,0.003383277440426082,0.005191901034070934,0.5146300753060404,0.006391304422563203,0.005292172438745238,0.22716647577664284,145399.48051948048,140388.13852813854,144868.5714285714,140772.38095238095
